Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Scrophulariaceae,ORTHO,Orthocarpus sp.,Orthocarpus,33430,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,ORTHO,Orthocarpus sp.,ORTHO,Orthocarpus sp.,ORTHO,Orthocarpus sp.,NA,NA,Owl's-clover,Forb,Annual,Native,0,FALSE,0,FALSE,ORTHOCARPUS,NA,NA,NA,NA
Dataset,HumanObservation,Scrophulariaceae,ORTO,Orthocarpus tolmiei,Orthocarpus tolmiei,33439,Scrophulariaceae,NA,Scrophulariaceae,ORTO,Orthocarpus tolmiei,NA,NA,ORTO,Orthocarpus tolmiei,NA,Includes ssp. holmgreniorum,Tolmie's owl-clover,Forb,Annual,Native,0,FALSE,1,TRUE,ORTTOL,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,ORTR,Oreoxis trotteri,Oreoxis trotteri,504056,Umbelliferae,NA,NA,ORTR,Oreoxis trotteri,NA,NA,NA,NA,Cymopterus trotteri,NA,Trotter's spring-parsley,Forb,Perennial,Native,0,FALSE,1,TRUE,ORETRO,UPL,Upland,NA,NA
Dataset,HumanObservation,Orobanchaceae,ORUN,Orobanche uniflora,Orobanche uniflora,34300,Orobanchaceae,Orobanchaceae,NA,ORUN,Orobanche uniflora,APUN2,Aphyllon uniflorum,NA,NA,Orobanche uniflora var. occidentalis,NA,Naked broomrape,Forb,Perennial,Native,0,FALSE,1,TRUE,OROUNI,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,ORYZO,Oryzopsis sp.,Oryzopsis,41978,Gramineae,Poaceae,Poaceae,ORYZO,Oryzopsis sp.,ORYZO,Oryzopsis sp.,ORYZO,Oryzopsis sp.,NA,NA,Ricegrass,Graminoid,Perennial,Native,0,FALSE,0,FALSE,ORYZOPSIS,UPL,Upland,NA,C3
Dataset,HumanObservation,Apiaceae,OSBE,Osmorhiza berteroi,Osmorhiza berteroi,507093,Umbelliferae,Apiaceae,Apiaceae,OSCH,Osmorhiza chilensis,OSCH,Osmorhiza chilensis,OSBE,Osmorhiza berteroi,NA,NA,Chilean sweet-cicely,Forb,Perennial,Native,0,FALSE,1,TRUE,OSMCHI,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,OSDE,Osmorhiza depauperata,Osmorhiza depauperata,29790,Umbelliferae,Apiaceae,Apiaceae,OSDE,Osmorhiza depauperata,OSDE,Osmorhiza depauperata,OSDE,Osmorhiza depauperata,NA,NA,Blunt sweet-cicely,Forb,Perennial,Native,0,FALSE,1,TRUE,OSMDEP,UPL,Upland,NA,NA
Dataset,HumanObservation,Betulaceae,OSKN,Ostrya knowltonii,Ostrya knowltonii,19510,Betulaceae,NA,NA,OSKN,Ostrya knowltonii,NA,NA,NA,NA,NA,NA,Western hop-hornbeam,Tree,Perennial,Native,0,FALSE,1,TRUE,OSTKNO,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Apiaceae,OSMOR,Osmorhiza sp.,Osmorhiza,29784,Umbelliferae,Apiaceae,Apiaceae,OSMOR,Osmorhiza sp.,OSMOR,Osmorhiza sp.,OSMOR,Osmorhiza sp.,NA,NA,Sweetroot,Forb,Perennial,Native,0,FALSE,0,FALSE,OSMORHIZA,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,OSOC,Osmorhiza occidentalis,Osmorhiza occidentalis,29792,Umbelliferae,Apiaceae,Apiaceae,OSOC,Osmorhiza occidentalis,OSOC,Osmorhiza occidentalis,OSOC,Osmorhiza occidentalis,NA,NA,Western sweet-cicely,Forb,Perennial,Native,0,FALSE,1,TRUE,OSMOCC,UPL,Upland,NA,NA
Dataset,HumanObservation,Betulaceae,OSTRY,Ostrya sp.,Ostrya,19508,Betulaceae,Betulaceae,Betulaceae,OSTRY,Ostrya sp.,OSTRY,Ostrya sp.,OSTRY,Ostrya sp.,NA,NA,Hophornbeam,NA,NA,NA,0,FALSE,0,FALSE,OSTRYA,NA,NA,NA,NA
Dataset,HumanObservation,Fabaceae,OXBE2,Oxytropis besseyi,Oxytropis besseyi,26164,Leguminosae,Fabaceae,Fabaceae,OXBE2,Oxytropis besseyi,OXBE2,Oxytropis besseyi,OXBE2,Oxytropis besseyi,NA,NA,Bessey's locoweed,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYBES,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,OXBO,Oxytropis borealis,Oxytropis borealis,26165,Leguminosae,Fabaceae,Fabaceae,OXBO,Oxytropis borealis,OXBO,Oxytropis borealis,OXBO,Oxytropis borealis,NA,NA,Boreal locoweed,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYBOR,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,OXDE2,Oxytropis deflexa,Oxytropis deflexa,26167,Leguminosae,Fabaceae,Fabaceae,OXDE2,Oxytropis deflexa,OXDE2,Oxytropis deflexa,OXDE2,Oxytropis deflexa,NA,NA,Nodding locoweed,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYDEF,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Apiaceae,OXFE,Oxypolis fendleri,Oxypolis fendleri,29546,Umbelliferae,Apiaceae,NA,OXFE,Oxypolis fendleri,OXFE,Oxypolis fendleri,NA,NA,NA,NA,Fendler's cowbane,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYFEN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Fabaceae,OXLA3,Oxytropis lambertii,Oxytropis lambertii,26175,Leguminosae,Fabaceae,NA,OXLAB,Oxytropis lambertii var. bigelovii,OXLA3,Oxytropis lambertii,NA,NA,NA,Includes var. lambertii,Lambert's locoweed,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYLAM,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,OXOR2,Oxytropis oreophila,Oxytropis oreophila,26178,Leguminosae,Fabaceae,Fabaceae,OXOR2,Oxytropis oreophila,OXOR2,Oxytropis oreophila,OXOR2,Oxytropis oreophila,NA,NA,Mountain oxytrope,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYORE,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Fabaceae,OXSE,Oxytropis sericea,Oxytropis sericea,26182,Leguminosae,Fabaceae,Fabaceae,OXSE,Oxytropis sericea,OXSE,Oxytropis sericea,OXSE,Oxytropis sericea,NA,NA,White locoweed,Forb,Perennial,Native,0,FALSE,1,TRUE,OXYSER,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,OXYPO,Oxypolis sp.,Oxypolis,29543,Umbelliferae,Apiaceae,Apiaceae,OXYPO,Oxypolis sp.,OXYPO,Oxypolis sp.,OXYPO,Oxypolis sp.,NA,NA,Cowbane,NA,NA,NA,0,FALSE,0,FALSE,OXYPOLIS,NA,NA,NA,NA
Dataset,HumanObservation,Fabaceae,OXYTR,Oxytropis sp.,Oxytropis,26155,Leguminosae,NA,NA,OXYTR,Oxytropis sp.,NA,NA,NA,NA,NA,NA,Locoweed (sp).,Forb,Perennial,Native,0,FALSE,0,FALSE,OXYTROPIS,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,PACA15,Packera cana,Packera cana,518142,Compositae,Asteraceae,Asteraceae,SECA2,Senecio canus,PACA15,Packera cana,PACA15,Packera cana,NA,NA,Woolly groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENCAN,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,PACA6,Panicum capillare,Panicum capillare,40914,Gramineae,Poaceae,NA,PACA6,Panicum capillare,PACAO,Panicum capillare,NA,NA,NA,NA,Witchgrass,Graminoid,Annual,Native,0,FALSE,1,TRUE,PANCAP,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Asteraceae,PACKE,Packera sp.,Packera,564882,Compositae,Asteraceae,Asteraceae,PACKE,Senecio sp.,PACKE,Packera sp.,PACKE,Packera sp.,NA,NA,Ragwort,Forb,NA,NA,0,FALSE,0,FALSE,PACKERA,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,PACY2,Packera cymbalarioides,Packera cymbalarioides,518144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packera subnuda, Packera buekii",NA,Alpine meadow groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,PADI11,Packera dimorphophylla,Packera dimorphophylla,518145,Compositae,Asteraceae,Asteraceae,PADI11,Senecio dimorphophyllus,PADI11,Packera dimorphophylla,PADI11,Packera dimorphophylla,NA,NA,Splitleaf groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENDIM,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,PADI6,Paspalum distichum,Paspalum distichum,41005,Gramineae,NA,NA,PADI6,Paspalum distichum,NA,NA,NA,NA,NA,NA,Knotgrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,PASDIS,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Asteraceae,PAFE4,Packera fendleri,Packera fendleri,518146,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senecio fendleri,NA,Fendler's groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,PAFI4,Parryella filifolia,Parryella filifolia,26831,Leguminosae,NA,NA,PAFI4,Parryella filifolia,NA,NA,NA,NA,NA,NA,Narrow-leaf dunebroom,Shrub,Perennial,Native,0,FALSE,1,TRUE,PARFIL,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,PAHA16,Packera hartiana,Packera hartiana,565360,Compositae,NA,NA,SEHA5,Senecio hartianus,NA,NA,NA,NA,NA,NA,Hart's groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENHAR,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,PALI6,Parthenium ligulatum,Parthenium ligulatum,38167,Compositae,Asteraceae,NA,PALI6,Parthenium ligulatum,BOLI5,Bolophyta ligulata,NA,NA,Parthenium alpinum var. ligulatum,NA,Low feverfew,Forb,Perennial,Native,0,FALSE,1,TRUE,PARLIG,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,PAMA36,Packera malmstenii,Packera malmstenii,565365,Compositae,NA,NA,SEMA16,Senecio malmstenii,NA,NA,NA,NA,NA,Taken in a broader sense in fna to include specimens in idaho and nevada (regional endemic),Podunk groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENMAL,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,PAMI2,Panicum miliaceum,Panicum miliaceum,40946,Gramineae,NA,NA,PAMI2,Panicum miliaceum,NA,NA,NA,NA,Panicum miliaceum ssp. ruderale,NA,Broomcorn panicgrass,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,PANMIL,UPL,Upland,NA,C4
Dataset,HumanObservation,Asteraceae,PAMU11,Packera multilobata,Packera multilobata,518150,Compositae,Asteraceae,Asteraceae,SEMU3,Senecio multilobatus,PAMU11,Packera multilobata,PAMU11,Packera multilobata,NA,NA,Basin groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENMUL,UPL,Upland,NA,NA
Dataset,HumanObservation,Celastraceae,PAMY,Paxistima myrsinites,Paxistima myrsinites,504149,Celastraceae,Celastraceae,Celastraceae,PAMY2,Pachystima myrsinites,PAMY,Paxistima myrsinites,PAMY,Paxistima myrsinites,Pachistima myrsinites,NA,Mountain-lover,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,PACMYR,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,PANE7,Packera neomexicana,Packera neomexicana,518151,Compositae,Asteraceae,Asteraceae,PANE7,Senecio neomexicanus,PANE7,Packera neomexicana,PANE7,Packera neomexicana,NA,NA,New mexico groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENNEO,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,PANIC,Panicum sp.,Panicum,40901,Gramineae,Poaceae,Poaceae,PANIC,Panicum sp.,PANIC,Panicum sp.,PANIC,Panicum sp.,NA,NA,Panicgrass,Graminoid,NA,NA,0,FALSE,0,FALSE,PANICUM,NA,NA,NA,NA
