Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Brassicaceae,BAVU,Barbarea vulgaris,Barbarea vulgaris,22741,Cruciferae,Brassicaceae,Brassicaceae,BAVU,Barbarea vulgaris,BAVU,Barbarea vulgaris,BAVU,Barbarea vulgaris,NA,NA,European wintercress,Forb,Perennial,NonNative,0,FALSE,1,TRUE,BARVUL,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,BAWR,Baccharis wrightii,Baccharis wrightii,35704,Compositae,NA,NA,BAWR,Baccharis wrightii,NA,NA,NA,NA,NA,NA,Wright's seepweed,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,BACWRI,FACU,Facultative Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,BECKM,Beckmannia sp.,Beckmannia,41324,Gramineae,Poaceae,Poaceae,BECKM,Beckmannia sp.,BECKM,Beckmannia sp.,BECKM,Beckmannia sp.,NA,NA,Sloughgrass,NA,NA,NA,0,FALSE,0,FALSE,BECKMANNIA,NA,NA,NA,C3
Dataset,HumanObservation,Apiaceae,BEER,Berula erecta,Berula erecta,29596,Umbelliferae,Apiaceae,NA,BEERI2,Berula erecta,BEER,Berula erecta,NA,NA,NA,NA,Cutleaf water-parsnip,Forb,Perennial,Native,0,FALSE,1,TRUE,BERERE,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Berberidaceae,BEFE,Berberis fendleri,Berberis fendleri,18820,Berberidaceae,NA,NA,BEFE,Berberis fendleri,NA,NA,NA,NA,NA,NA,Fendler's barberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,BERFEN,UPL,Upland,NA,NA
Dataset,HumanObservation,Betulaceae,BEOC2,Betula occidentalis,Betula occidentalis,19488,Betulaceae,Betulaceae,NA,BEOC2,Betula occidentalis,BEFO2,Betula fontinalis,NA,NA,NA,NA,Water birch,Tree,Perennial,Native,0,FALSE,1,TRUE,BETOCC,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Betulaceae,BEPE3,Betula pendula,Betula pendula,19495,Betulaceae,NA,NA,BEPE3,Betula pendula,NA,NA,NA,NA,NA,NA,European white birch,Tree,Perennial,NonNative,0,FALSE,1,TRUE,BETPEN,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Berberidaceae,BERBE,Berberis sp.,Berberis,18814,Berberidaceae,Berberidaceae,Berberidaceae,BERBE,Berberis sp.,BERBE,Berberis sp.,BERBE,Berberis sp.,NA,NA,Barberry,Shrub,Perennial,NA,0,FALSE,0,FALSE,BERBERIS,NA,NA,NA,NA
Dataset,HumanObservation,Elatinaceae,BERGI,Bergia sp.,Bergia,21401,Elatinaceae,Elatinaceae,Elatinaceae,BERGI,Bergia sp.,BERGI,Bergia sp.,BERGI,Bergia sp.,NA,NA,Bergia,NA,NA,NA,0,FALSE,0,FALSE,BERGIA,NA,NA,NA,NA
Dataset,HumanObservation,Scrophulariaceae,BERI,Besseya ritteriana,Besseya ritteriana,33499,NA,Scrophulariaceae,NA,NA,NA,BERI,Besseya ritteriana,NA,NA,NA,NA,Ritter's coraldrops,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,BERUL,Berula sp.,Berula,29595,Umbelliferae,Apiaceae,Apiaceae,BERUL,Berula sp.,BERUL,Berula sp.,BERUL,Berula sp.,NA,NA,Waterparsnip,NA,NA,NA,0,FALSE,0,FALSE,BERULA,OBL,Obligate Wetland,NA,NA
Dataset,HumanObservation,Scrophulariaceae,BESSE,Besseya sp.,Besseya,33494,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,BESSE,Besseya sp.,BESSE,Besseya sp.,BESSE,Besseya sp.,NA,NA,Kittentail,NA,NA,NA,0,FALSE,0,FALSE,BESSEYA,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,BESY,Beckmannia syzigachne,Beckmannia syzigachne,41325,Gramineae,Poaceae,Poaceae,BESY,Beckmannia syzigachne,BESY,Beckmannia syzigachne,BESY,Beckmannia syzigachne,NA,NA,American sloughgrass,Graminoid,Annual,Native,0,FALSE,1,TRUE,BECSYZ,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Elatinaceae,BETE,Bergia texana,Bergia texana,21402,Elatinaceae,Elatinaceae,NA,BETE,Bergia texana,BETE,Bergia texana,NA,NA,NA,NA,Texas bergia,Forb,Annual,Native,0,FALSE,1,TRUE,BERTEX,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Berberidaceae,BETH,Berberis thunbergii,Berberis thunbergii,18835,Berberidaceae,NA,NA,BETH,Berberis thunbergii,NA,NA,NA,NA,Berberis thungbergii,NA,Thunberg's barberry,Shrub,Perennial,NonNative,0,FALSE,1,TRUE,BERTHU,CULT,Cultivar,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Betulaceae,BETUL,Betula sp.,Betula,19478,Betulaceae,Betulaceae,Betulaceae,BETUL,Betula sp.,BETUL,Betula sp.,BETUL,Betula sp.,NA,NA,Birch,Tree,Perennial,NA,0,FALSE,0,FALSE,BETULA,FACW,Facultative Wetland,NA,NA
Dataset,HumanObservation,Berberidaceae,BEVU,Berberis vulgaris,Berberis vulgaris,18837,Berberidaceae,NA,NA,BEVU,Berberis vulgaris,NA,NA,NA,NA,NA,NA,Common barberry,Shrub,Perennial,NonNative,0,FALSE,1,TRUE,BERVUL,CULT,Cultivar,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Scrophulariaceae,BEWY,Besseya wyomingensis,Besseya wyomingensis,33501,Scrophulariaceae,NA,Scrophulariaceae,BEWY,Besseya wyomingensis,NA,NA,BEWY,Besseya wyomingensis,NA,NA,Wyoming kittentails,Forb,Perennial,Native,0,FALSE,1,TRUE,BESWYO,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,BICE,Bidens cernua,Bidens cernua,35710,Compositae,Asteraceae,NA,BICE,Bidens cernua,BICE,Bidens cernua,NA,NA,NA,NA,Nodding bur-marigold,Forb,Annual,Native,0,FALSE,1,TRUE,BIDCER,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,BIDEN,Bidens sp.,Bidens,35705,Compositae,Asteraceae,Asteraceae,BIDEN,Bidens sp.,BIDEN,Bidens sp.,BIDEN,Bidens sp.,NA,NA,Beggarticks,Forb,NA,Native,0,FALSE,0,FALSE,BIDENS,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,BIFR,Bidens frondosa,Bidens frondosa,35707,Compositae,Asteraceae,NA,BIFR,Bidens frondosa,BIFR,Bidens frondosa,NA,NA,NA,NA,Devil's- beggarsticks,Forb,Perennial,Native,0,FALSE,1,TRUE,BIDFRO,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,BITR,Bidens tripartita,Bidens tripartita,35709,Compositae,NA,NA,BICO3,Bidens comosa,NA,NA,NA,NA,NA,NA,Three-lobed beggarticks,Forb,Annual,Native,0,FALSE,1,TRUE,BIDCOM,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,BLEPH4,Blepharoneuron sp.,Blepharoneuron,41474,Gramineae,Poaceae,Poaceae,BLEPH4,Blepharoneuron sp.,BLEPH4,Blepharoneuron sp.,BLEPH4,Blepharoneuron sp.,NA,NA,Dropseed,NA,NA,NA,0,FALSE,0,FALSE,BLEPHARONEURON,NA,NA,NA,C4
Dataset,HumanObservation,Poaceae,BLTR,Blepharoneuron tricholepis,Blepharoneuron tricholepis,41475,Gramineae,Poaceae,NA,BLTR,Blepharoneuron tricholepis,BLTR,Blepharoneuron tricholepis,NA,NA,NA,NA,Pine dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BLETRI,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOAR,Bouteloua aristidoides,Bouteloua aristidoides,41497,Gramineae,NA,NA,BOAR,Bouteloua aristidoides,NA,NA,NA,NA,NA,NA,Needle grama,Graminoid,Annual,Native,0,FALSE,1,TRUE,BOUARI,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOBA2,Bouteloua barbata,Bouteloua barbata,41498,Gramineae,NA,NA,BOBA2,Bouteloua barbata,NA,NA,NA,NA,Chondrosum barbatum,NA,Sixweeks grama,Graminoid,Annual,Native,0,FALSE,1,TRUE,BOUBAR,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOBA3,Bothriochloa barbinodis,Bothriochloa barbinodis,41483,Gramineae,NA,NA,BOBA3,Bothriochloa barbinodis,NA,NA,NA,NA,NA,NA,Cane bluestem,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOTBAR,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,41500,Gramineae,Poaceae,NA,BOCU,Bouteloua curtipendula,BOCU,Bouteloua curtipendula,NA,NA,NA,NA,Sideoats grama,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOUCUR,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,41501,Gramineae,NA,NA,BOER4,Bouteloua eriopoda,NA,NA,NA,NA,Chondrosum eriopodum,NA,Black grama,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOUERI,UPL,Upland,NA,C4
Dataset,HumanObservation,Nyctaginaceae,BOERH2,Boerhavia sp.,Boerhavia,19667,Nyctaginaceae,Nyctaginaceae,Nyctaginaceae,BOERH2,Boerhavia sp.,BOERH2,Boerhavia sp.,BOERH2,Boerhavia sp.,NA,NA,Spiderling,NA,NA,NA,0,FALSE,0,FALSE,BOERHAVIA,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,BOGR2,Bouteloua gracilis,Bouteloua gracilis,787390,Gramineae,Poaceae,NA,BOGR2,Bouteloua gracilis,CHGR15,Chondrosum gracile,NA,NA,NA,NA,Blue grama,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOUGRA,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOHI2,Bouteloua hirsuta,Bouteloua hirsuta,41502,Gramineae,NA,NA,BOHI2,Bouteloua hirsuta,NA,NA,NA,NA,Chondrosum hirsutum,NA,Hairy grama,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOUHIR,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOIS,Bothriochloa ischaemum,Bothriochloa ischaemum,41488,Gramineae,NA,NA,BOIS,Bothriochloa ischaemum,NA,NA,NA,NA,Bothriochloa ischaemum var. songarica,NA,Yellow bluestem,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,BOTISC,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOLA2,Bothriochloa laguroides,Bothriochloa laguroides,501014,Gramineae,Poaceae,Poaceae,BOLA2,Bothriochloa laguroides,BOLA2,Bothriochloa laguroides,BOLA2,Bothriochloa laguroides,NA,NA,Silver beardgrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOTLAG,UPL,Upland,NA,C4
Dataset,HumanObservation,Ophioglossaceae,BOLU,Botrychium lunaria,Botrychium lunaria,17181,Ophioglossaceae,NA,NA,BOLU,Botrychium lunaria,NA,NA,NA,NA,NA,Includes botrychium minganense & botrychium crenulatum in utah flora 2003,Moonwort,Fern,Perennial,Native,0,FALSE,1,TRUE,BOTLUN,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Boraginaceae,BORAGINACEAE,Boraginaceae sp.,Boraginaceae,31633,Boraginaceae,NA,NA,BORAGINACEAE,Boraginaceae sp.,NA,NA,NA,NA,NA,NA,Boraginaceae sp.,NA,NA,NA,0,FALSE,0,FALSE,BORAGINACEAE,NA,NA,NA,NA
Dataset,HumanObservation,Ophioglossaceae,BOSI,Botrychium simplex,Botrychium simplex,17190,Ophioglossaceae,NA,NA,BOSI,Botrychium simplex,NA,NA,NA,NA,NA,Includes var. compositum & tenebrosum,Little grapefern,Fern,Perennial,Native,0,FALSE,1,TRUE,BOTSIM,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,BOSI2,Bouteloua simplex,Bouteloua simplex,41507,Gramineae,Poaceae,NA,BOSI2,Bouteloua simplex,CHPR12,Chondrosum prostratum,NA,NA,NA,NA,Mat grama,Graminoid,Annual,Native,0,FALSE,1,TRUE,BOUSIM,UPL,Upland,NA,C4
Dataset,HumanObservation,Nyctaginaceae,BOSP,Boerhavia spicata,Boerhavia spicata,19678,Nyctaginaceae,NA,NA,BOSP,Boerhavia spicata,NA,NA,NA,NA,"Boerhavia torreyana, Boerhavia spicata var. torreyana",NA,Spiderling,Forb,Annual,Native,0,FALSE,1,TRUE,BOESPI,FACU,Facultative Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,BOSP3,Bothriochloa springfieldii,Bothriochloa springfieldii,41490,Gramineae,NA,NA,BOSP3,Bothriochloa springfieldii,NA,NA,NA,NA,NA,NA,Springfield's bluestem,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOTSPR,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOTHR,Bothriochloa sp.,Bothriochloa,41476,Gramineae,Poaceae,Poaceae,BOTHR,Bothriochloa sp.,BOTHR,Bothriochloa sp.,BOTHR,Bothriochloa sp.,NA,NA,Beardgrass,Graminoid,Perennial,NA,0,FALSE,0,FALSE,BOTHRIOCHLOA,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BOTR2,Bouteloua trifida,Bouteloua trifida,41508,Gramineae,NA,NA,BOTR2,Bouteloua trifida,NA,NA,NA,NA,NA,NA,Red grama,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BOUTRI,UPL,Upland,NA,C4
Dataset,HumanObservation,Ophioglossaceae,BOTRY,Botrychium sp.,Botrychium,17170,Ophioglossaceae,Ophioglossaceae,Ophioglossaceae,BOTRY,Botrychium sp.,BOTRY,Botrychium sp.,BOTRY,Botrychium sp.,NA,NA,Grapefern,Fern,Perennial,Native,0,FALSE,0,FALSE,BOTRYCHIUM,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,BOUTE,Bouteloua sp.,Bouteloua,41491,Gramineae,Poaceae,Poaceae,BOUTE,Bouteloua sp.,BOUTE,Bouteloua sp.,BOUTE,Bouteloua sp.,NA,NA,Grama,Graminoid,NA,Native,0,FALSE,0,FALSE,BOUTELOUA,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,BRAN13,Bromus anomalus,Bromus anomalus,40491,Gramineae,Poaceae,Poaceae,BRAN13,Bromus anomalus,BRPO5,Bromopsis porteri,BRAN13,Bromus anomalus,Bromus frondosus,NA,Nodding brome,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BROANO,UPL,Upland,NA,C3
Dataset,HumanObservation,Brassicaceae,BRASS2,Brassica sp.,Brassica,23054,Cruciferae,Brassicaceae,Brassicaceae,BRASS2,Brassica sp.,BRASS2,Brassica sp.,BRASS2,Brassica sp.,NA,NA,Mustard,Forb,Annual,NonNative,0,FALSE,0,FALSE,BRASSICA,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,BRAT,Brickellia atractyloides,Brickellia atractyloides,36862,Compositae,NA,NA,BRAT,Brickellia atractyloides,NA,NA,NA,NA,Brickellia atractyloides var. atractyloides,NA,Spiny brickellbush,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,BRIATR,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,BRBE2,Bromus berterianus,Bromus berterianus,501063,Gramineae,NA,NA,BRTR2,Bromus trinii,BRTR2,Bromus trinii,NA,NA,NA,NA,Chilean chess,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROTRI,UPL,Upland,NA,C3
Dataset,HumanObservation,Poaceae,BRBR5,Bromus briziformis,Bromus briziformis,40495,Gramineae,Poaceae,NA,BRBR5,Bromus briziformis,BRBR5,Bromus briziformis,NA,NA,Bromus brizaeformis,NA,Rattlesnake chess,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROBRI,UPL,Upland,NA,C3
Dataset,HumanObservation,Asteraceae,BRCA3,Brickellia californica,Brickellia californica,36866,Compositae,Asteraceae,NA,BRCA3,Brickellia californica,BRCA3,Brickellia californica,NA,NA,NA,NA,California brickellbush,Shrub,Perennial,Native,0,FALSE,1,TRUE,BRICAL,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,BRCA5,Bromus carinatus,Bromus carinatus,40481,Gramineae,Poaceae,Poaceae,BRCA5,Bromus carinatus,CECA11,Ceratochloa carinata,BRCA5,Bromus carinatus,"Bromus marginatus, Bromus polyanthus",NA,Mountain brome,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BROCAR,UPL,Upland,NA,C3
Dataset,HumanObservation,Poaceae,BRCA6,Bromus catharticus,Bromus catharticus,501066,Gramineae,NA,NA,BRCA6,Bromus catharticus,NA,NA,NA,NA,Bromus willdenowii,NA,Rescue grass,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,BROCAT,UPL,Upland,NA,C3
Dataset,HumanObservation,Poaceae,BRCI2,Bromus ciliatus,Bromus ciliatus,40496,Gramineae,Poaceae,NA,BRCI2,Bromus ciliatus,BRCA10,Bromopsis canadensis,NA,NA,NA,Includes var ciliatus & richardsonii,Fringed brome,Graminoid,Perennial,Native,0,FALSE,1,TRUE,BROCIL,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Poaceae,BRDI3,Bromus diandrus,Bromus diandrus,40498,Gramineae,Poaceae,NA,BRDI3,Bromus diandrus,ANDI6,Anisantha diandra,NA,NA,Bromus rigidus,NA,Ripgut brome,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BRODIA,UPL,Upland,NA,C3
Dataset,HumanObservation,Asteraceae,BREU,Brickellia eupatorioides,Brickellia eupatorioides,36875,Compositae,Asteraceae,Asteraceae,BREU,Kuhnia eupatorioides,BREU,Brickellia eupatorioides,BREU,Brickellia eupatorioides,NA,NA,False boneset,Forb,Perennial,Native,0,FALSE,1,TRUE,KUHEUP,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,BRGR,Brickellia grandiflora,Brickellia grandiflora,36878,Compositae,Asteraceae,NA,BRGR,Brickellia grandiflora,BRGR,Brickellia grandiflora,NA,NA,NA,NA,Tassel-flower brickellbush,Forb,Perennial,Native,0,FALSE,1,TRUE,BRIGRA,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,BRHO2,Bromus hordeaceus,Bromus hordeaceus,501070,Gramineae,NA,NA,BRHO2,Bromus hordeaceus,NA,NA,NA,NA,"Bromus mollis, Bromus racemosus",NA,Soft chess,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROHOR,UPL,Upland,NA,C3
Dataset,HumanObservation,Asteraceae,BRICK,Brickellia sp.,Brickellia,36859,Compositae,Asteraceae,Asteraceae,BRICK,Brickellia sp.,BRICK,Brickellia sp.,BRICK,Brickellia sp.,NA,NA,Brickellbush,NA,Perennial,Native,0,FALSE,0,FALSE,BRICKELLIA,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,BRIN18,Breea incana,Breea incana,780638,NA,Asteraceae,NA,NA,NA,BRIN18,Breea incana,NA,NA,NA,Included in cirsium arvense in flora of north america (2006),Canada thistle,Forb,Perennial,NonNative,0,FALSE,1,TRUE,NA,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,BRIN2,Bromus inermis,Bromus inermis,40502,Gramineae,Poaceae,Poaceae,BRIN2,Bromus inermis,BRIN2,Bromopsis inermis,BRIN2,Bromus inermis,NA,NA,Smooth brome,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,BROINE,UPL,Upland,NA,C3
Dataset,HumanObservation,Poaceae,BRJA,Bromus japonicus,Bromus japonicus,787643,Gramineae,Poaceae,Poaceae,BRJA,Bromus japonicus,BRJA,Bromus japonicus,BRJA,Bromus japonicus,Bromus arvensis,Includes bromus commutatus (recognized as a separate species in intermountain flora 1977),Japanese chess,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROJAP,UPL,Upland,NA,C3
Dataset,HumanObservation,Brassicaceae,BRJU,Brassica juncea,Brassica juncea,23059,Cruciferae,NA,NA,BRJU,Brassica juncea,NA,NA,NA,NA,NA,NA,Indian mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,BRAJUN,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,BRLA6,Bromus lanatipes,Bromus lanatipes,501071,NA,Poaceae,NA,NA,NA,BRLA10,Bromopsis lanatipes,NA,NA,NA,NA,Woolly brome,Graminoid,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,C3
Dataset,HumanObservation,Asteraceae,BRLO,Brickellia longifolia,Brickellia longifolia,36885,Compositae,Asteraceae,NA,BRLO,Brickellia longifolia,BRLO,Brickellia longifolia,NA,NA,Brickellia longifolia var. longifolia,NA,Longleaf brickellbush,Shrub,Perennial,Native,0,FALSE,1,TRUE,BRILON,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Asteraceae,BRMI,Brickellia microphylla,Brickellia microphylla,36886,Compositae,Asteraceae,Asteraceae,BRMI,Brickellia microphylla,BRMI,Brickellia microphylla,BRMI,Brickellia microphylla,NA,NA,Littleleaf brickellbush,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,BRIMIC,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,BRNI,Brassica nigra,Brassica nigra,23061,Cruciferae,NA,NA,BRNI,Brassica nigra,NA,NA,NA,NA,Sinapsis nigra,NA,Black mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,BRANIG,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,BROB,Brickellia oblongifolia,Brickellia oblongifolia,36891,Compositae,Asteraceae,Asteraceae,BROB,Brickellia oblongifolia,BROB,Brickellia oblongifolia,BROB,Brickellia oblongifolia,NA,NA,Mojave brickellbush,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,BRIOBL,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,BROMU,Bromus sp.,Bromus,40478,Gramineae,Poaceae,Poaceae,BROMU,Bromus sp.,BROMU,Bromus sp.,BROMU,Bromus sp.,NA,NA,Brome,Graminoid,NA,NA,0,FALSE,0,FALSE,BROMUS,NA,NA,NA,C3
Dataset,HumanObservation,Brassicaceae,BRRA,Brassica rapa,Brassica rapa,23063,Cruciferae,NA,NA,BRCA2,Brassica campestris,NA,NA,NA,NA,Brassica napus,NA,Field mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,BRACAM,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,BRRU2,Bromus rubens,Bromus rubens,40518,Gramineae,NA,NA,BRRU2,Bromus rubens,NA,NA,NA,NA,NA,NA,Red brome,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BRORUB,FACU,Facultative Upland,"Welsh et al. 2008. Utah flora, 4th ed.",C3
Dataset,HumanObservation,Poaceae,BRSE,Bromus secalinus,Bromus secalinus,40519,Gramineae,Poaceae,NA,BRSE,Bromus secalinus,BRSE,Bromus secalinus,NA,NA,NA,NA,Rye chess,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROSEC,UPL,Upland,NA,C3
Dataset,HumanObservation,Poaceae,BRTE,Bromus tectorum,Bromus tectorum,40524,Gramineae,Poaceae,Poaceae,BRTE,Bromus tectorum,ANTE6,Anisantha tectorum,BRTE,Bromus tectorum,NA,NA,Cheatgrass,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,BROTEC,UPL,Upland,NA,C3
Dataset,HumanObservation,Brassicaceae,BRTO,Brassica tournefortii,Brassica tournefortii,23064,Cruciferae,NA,NA,BRTO,Brassica tournefortii,NA,NA,NA,NA,NA,NA,Asian mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,BRATOU,NA,NA,NA,NA
Dataset,HumanObservation,Boraginaceae,BUAR3,Buglossoides arvensis,Buglossoides arvensis,501090,Boraginaceae,Boraginaceae,NA,LIAR4,Lithospermum arvense,BUAR3,Buglossoides arvensis,NA,NA,NA,NA,Gromwell,Forb,Annual,NonNative,0,FALSE,1,TRUE,LITARV,UPL,Upland,NA,NA
Dataset,HumanObservation,Boraginaceae,BUGLO,Buglossoides sp.,Buglossoides,500165,Boraginaceae,Boraginaceae,Boraginaceae,BUGLO,Buglossoides sp.,BUGLO,Buglossoides sp.,BUGLO,Buglossoides sp.,NA,NA,Buglossoides,NA,NA,NA,0,FALSE,0,FALSE,BUGLOSSOIDES,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,CAAC,Carduus acanthoides,Carduus acanthoides,35785,Compositae,Asteraceae,Asteraceae,CAAC,Carduus acanthoides,CAAC,Carduus acanthoides,CAAC,Carduus acanthoides,NA,NA,Plumeless thistle,Forb,Biennial,NonNative,0,FALSE,1,TRUE,CARACA,NA,NA,NA,NA
Dataset,HumanObservation,Cyperaceae,CAAL6,Carex albonigra,Carex albonigra,39486,Cyperaceae,NA,NA,CAAL6,Carex albonigra,NA,NA,NA,NA,NA,NA,White and black sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARALB,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Liliaceae,CAAM4,Calochortus ambiguus,Calochortus ambiguus,42833,Liliaceae,NA,NA,CAAM4,Calochortus ambiguus,NA,NA,NA,NA,NA,NA,Jones' mariposa,Forb,Perennial,Native,0,FALSE,1,TRUE,CALAMB,UPL,Upland,NA,NA
Dataset,HumanObservation,Onagraceae,CAAN14,Camissonia andina,Camissonia andina,27463,Onagraceae,Onagraceae,NA,CAAN14,Camissonia andina,CAAN14,Camissonia andina,NA,NA,Oenothera andina,NA,Andean camissonia,Forb,Annual,Native,0,FALSE,1,TRUE,CAMAND,UPL,Upland,NA,NA
Dataset,HumanObservation,Scrophulariaceae,CAAP4,Castilleja applegatei,Castilleja applegatei,33093,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,CAAP4,Castilleja applegatei,CAAP4,Castilleja applegatei,CAAP4,Castilleja applegatei,NA,NA,Wavyleaf indian paintbrush,Forb,Perennial,Native,0,FALSE,1,TRUE,CASAPP,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Scrophulariaceae,CAAPM,Castilleja applegatei ssp. martinii,Castilleja applegatei martinii,525154,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,CACH7,Castilleja chromosa,CACH7,Castilleja chromosa,CAAND,Castilleja angustifolia,NA,NA,Desert paintbrush,Forb,Perennial,Native,1,TRUE,1,TRUE,CASCHR,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
